ChagosSP,ChagosFG,GBRSP,GBRFG,MaldivesSP,MaldivesFG,SeychellesSP,SeychellesFG
,,Scarus oviceps,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus dimidiatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus dimidiatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus bleekeri,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus spinus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus microrhinos,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Plectroglyphidodon lacrymatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes lividus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes lividus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Acanthurus lineatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus microrhinos,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Plectroglyphidodon lacrymatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Kyphosus vaigiensis,Herbivore Browser,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus dimidiatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Plectroglyphidodon lacrymatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes lividus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes lividus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes lividus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes lividus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes lividus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus dimidiatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes lividus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes lividus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Dischistodus melanotus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
